Index,demand
0,0.04803652911719154
1,0.01634636154379484
2,0.020015715273452517
3,0.017685292164482162
4,0.04850214926065843
5,0.00825637813443255
6,0.02571885326329624
7,0.06903273748796729
8,0.04185866720277777
9,0.03731977294465382
10,0.02615794775591991
11,0.2520448205631951
12,0.24017930959015427
13,0.021575911229727508
14,0.061992711500952105
15,0.01801067877817191
16,0.11907668523704984
17,0.02764381588015609
18,0.10684723257668183
19,0.04318671912014298
20,0.00922975202864047
21,0.004187228470833499
22,0.09266058982208625
23,0.05904028226142698
24,0.4496156016276984
25,0.08013402702252659
26,0.024910037681458528
27,0.11155086272370004
28,0.014853275938961151
29,0.008833059564773189
30,0.02004662630509832
31,0.02850101331569846
32,0.02135037609333336
33,0.05537459379329497
34,0.24287383895641212
35,0.41767167964663265
36,0.025286238156018808
37,0.02919257050582194
38,0.059246572029915595
39,0.09290765219078992
40,0.00834267446157659
41,0.004236629272569219
42,0.023167499281585117
43,0.046404839460200374
44,0.01681811672956643
45,0.03421678788233299
46,0.036991001038168686
47,0.4049816739767669
48,0.06880052962348765
49,0.06410768687664517
50,0.2606284413185026
51,0.024476446790288542
52,0.014068107081855769
53,0.163084051065462
54,0.00637061041693238
55,0.03930600104493271
56,0.12194910783683685
57,0.02336000661569658
58,0.015555321177691171
59,0.03386844768865826
60,0.00394813479440017
61,0.04731181123030011
62,0.0788854354805654
63,0.031604882078283957
64,0.00927998945330992
65,0.3675659341234094
66,0.01384413076733743
67,0.03237759357959373
68,0.02412705509228411
69,0.03152193054679382
70,0.023439723758856078
71,0.028156999119010748
72,0.004828052678267469
73,0.042978897668464064
74,0.009779509423476499
75,0.019956780209955668
76,0.03405646383322159
77,0.09923750669495102
78,0.1162185619248039
79,0.021057302109276338
80,0.028296273704191112
81,0.00950907267490545
82,0.00968443359716829
83,0.08822405593384948
84,0.06551967743604424
85,0.03406939562576723
86,0.12881488307355796
87,0.4043764434457404
88,0.053648411412189956
89,0.02719139277517738
90,0.00971420615553878
91,0.022231601671692337
92,0.07793966416978008
93,0.10729437808606693
94,0.16045649031581982
95,0.01841923618174035
96,0.05177478712328937
97,0.02794801245914131
98,0.00820151218553406
99,0.00762704062814944
100,0.01599412582817381
101,0.02359638264646814
102,0.022658942232599517
103,0.1588094913387691
104,0.035065694135002115
105,0.0120825426071185
106,0.018312932054013888
107,0.07657029824037598
108,0.43143288253933515
109,0.027215911137275735
110,0.01514271692975042
111,0.03217486882285455
112,0.03406746688996448
113,0.03837568367248524
114,0.01386523855000101
115,0.10603183171973767
116,0.15761002960197218
117,0.08910514625666544
118,0.07135338790491498
119,0.025225280020322628
120,0.00943715265923578
121,0.02534195969142102
122,0.024749785163824235
123,0.02650682450970689
124,0.00331484143915773
125,0.050693431588677264
126,0.05813718158196285
127,0.2223837867910528
128,0.031558245589721846
129,0.0660562132207962
130,0.041881687897145047
131,0.01667612755251825
132,0.01197982632248831
133,0.024275297011957166
134,0.04120098596065683
135,0.02355224212837933
136,0.09326005331050621
137,0.15791651453875516
138,0.26100375477140225
139,0.03723229482893813
140,0.04795116180525005
141,0.09177020206421907
142,0.04730352032317518
143,0.016369973650478608
144,0.059210888095548246
145,0.0088900233887129
146,0.007275360353360219
147,0.013393567681454789
148,0.08867106759972883
149,0.022941242823933766
150,0.016962579630494298
151,0.01715885291382845
152,0.06480597423329064
153,0.06779045384210389
154,0.15601819238619427
155,0.15631048122628613
156,0.24498886818318477
157,0.05926169694559977
158,0.04391344278995168
159,0.01522553053166667
160,0.048830411138470156
161,0.030502297304974408
162,0.06943385558183571
163,0.04500324072913644
164,0.6634908471618726
165,0.1379773496466444
166,0.01754426015014656
167,0.1305071118628291
168,0.04690279761615104
169,0.04027278596764413
170,0.01597975068136064
171,0.01179957245321577
172,0.0065285770040479
173,0.03562593085436452
174,0.01068537229405356
175,0.0191085995871336
176,0.07143560809147811
177,0.02755475746771708
178,0.09566164541247502
179,0.059565785648539406
180,0.12881530053969031
181,0.2412290022445263
182,0.3879864274039843
183,0.08114970590121401
184,0.028642324675993362
185,0.0843602791558518
186,0.013307711352682109
187,0.02485236463424466
188,0.007764546849399449
189,0.046774971104765084
190,0.04667449980985797
191,0.13562106620098763
192,0.0656471074555835
193,0.08984573251957398
194,0.05776723539073809
195,0.07072473137014504
196,0.0271777997730394
197,0.01482182019803166
198,0.10101201377870941
199,0.02651593219395998
200,0.04033563065660957
201,0.021938360630554998
202,0.00738851129025178
203,0.016778963338476668
204,0.032218968536002125
205,0.06083822741134447
206,0.08277018996157808
207,0.13811393422474919
208,0.12629476847865143
209,0.18375369662685148
210,0.12125515302905565
211,0.1239191376605284
212,0.01159359356796642
213,0.09812293100785706
214,0.04921810777617847
215,0.005841849131909769
216,0.040975980514471905
217,0.11891827109758252
218,0.02376683646076579
219,0.027118060202426107
220,0.0512126038799507
221,0.028991141280897876
222,0.0128972144754998
223,0.04570741712335111
224,0.06453679133622922
225,0.03468450053668669
226,0.07495625059538356
227,0.01439313506457893
228,0.013261899132146818
229,0.05268304081728534
230,0.04013049466868731
231,0.03128716858922993
232,0.06746092801953239
233,0.1396855781043083
234,0.28825356390053813
235,0.1391805366092616
236,0.14040932439205106
237,0.0810543221176121
238,0.09072351661145964
239,0.09848416582334933
240,0.09817495974385426
241,0.061724775482737436
242,0.02232027554368614
243,0.28011963711452287
244,0.07187429170655607
245,0.08376508014453785
246,0.05084003057206564
247,0.08213170640225906
248,0.011371247327574628
249,0.02017301819383912
250,0.006829771053468229
251,0.012720503785117689
252,0.017413631292449078
253,0.047753329662387975
254,0.12081985538641346
255,0.057802401880182167
256,0.03948540632430812
257,0.1483364453885147
258,0.5737995570154062
259,0.1171310983254959
260,0.018811403681476838
261,0.2430995153164863
262,0.06892660006988038
263,0.37764182269786795
264,0.16110006329670826
265,0.08503342558517668
266,0.009700993305570869
267,0.04919385783869265
268,0.01836168725767859
269,0.07738117925224136
270,0.24280640343484955
271,0.06568548860765147
272,0.3798484250799541
273,0.09430252791629848
274,0.06012542187091317
275,0.012137935256596198
276,0.014310008192909271
277,0.051366397151755214
278,0.05800615599397471
279,0.017844154953745722
280,0.1570784704007155
281,0.26832439552436504
282,0.14828393219819835
283,0.08727144212268709
284,0.0340311163255939
285,0.11232294019820144
286,0.19208887226929255
287,0.25762018772675493
288,0.05426184267037816
289,0.062240237608288104
290,0.011892805895049558
291,0.07286045964561588
292,0.4645556857572624
293,0.020969835857907747
294,0.07039079000004397
295,0.2848493044243906
296,0.26031194279516406
297,0.00902460323690664
298,0.012800260487148149
299,0.02849411102861807
300,0.05646861105127465
301,0.16431348946069216
302,0.22874600098008774
303,0.13391733849629642
304,0.12658462555936237
305,0.30405527113731584
306,0.26030489174273025
307,0.14996785217613207
308,0.25769834845189543
309,0.3886340378084576
310,0.08921311838713825
311,0.016787499763414426
312,0.033739880524784785
313,0.06826240602020536
314,0.05558313111214663
315,0.1988564198224883
316,0.7913093025361408
317,0.00493784662320903
318,0.08742210302263854
319,0.39779606793254185
320,0.00974196196099216
321,0.03856657644746436
322,0.280897932584236
323,0.01002070070754134
324,0.0364089603335576
325,0.08784219568302085
326,0.032078496129148606
327,0.03222294909246303
328,0.17244782277084794
329,0.0814883887024604
330,0.1047709517643871
331,0.19249896332315553
332,0.1721335308626463
333,0.255687135896379
334,0.2795072699898051
335,0.13273727542011451
336,0.02006905155770385
337,0.2638685130698357
338,0.22794138784236934
339,0.15139623604772146
340,0.8151512452460392
341,0.393327024602098
342,0.26878456347335283
343,0.02143673894516518
344,0.10717366492798572
345,0.06029149186246671
346,0.01718624358528504
347,0.00799889247221996
348,0.007594380757563429
349,0.04086068797588058
350,0.00519171537635855
351,0.0088922793867399
352,0.00296934032538287
353,0.08051745147868522
354,0.14915204733996193
355,0.11746648445155274
356,0.13386441554953016
357,0.09355038222646864
358,0.15498240429392543
359,0.12485431370433625
360,0.017683404283706856
361,0.13146166313986676
362,0.24656048350204868
363,0.020360402848382537
364,0.09236299343280746
365,0.7032636271360243
366,0.8609142289712096
367,0.4131808398673267
368,0.00457494577048317
369,0.025364779899964177
370,0.01249913948285955
371,0.029578221713616515
372,0.25863234624657955
373,0.07560083904207496
374,0.007225179979832129
375,0.04307485808783098
376,0.012241074985530488
377,0.0594168308586665
378,0.05187497285108618
379,0.0668359406888388
380,0.01560502929559289
381,0.2687707500839936
382,0.022134315278351552
383,0.05644266133513097
384,0.14250125659807633
385,0.12197524058069631
386,0.061802772318032384
387,0.05492985688345575
388,0.10015130508195748
389,0.11608635605399159
390,0.024723839398352557
391,0.12437494640771671
392,0.08751059159349145
393,0.13489670152590758
394,0.7565688632103966
395,0.8755899901088655
396,0.4238490006192559
397,0.12477960410690825
398,0.013326923231726729
399,0.11298595783784621
400,0.07509277049952817
401,0.23711255271026946
402,0.054858867308854406
403,0.048409928135399294
404,0.016621346167026187
405,0.052672369268588246
406,0.14466942803622118
407,0.25378544728332475
408,0.07977363994064124
409,0.5403453703196643
410,0.24691883251958896
411,0.172378448573952
412,0.17810389706744215
413,0.11812300020386209
414,0.06437727205742491
415,0.1581870164711913
416,0.04020112479423379
417,0.04091349925382613
418,0.01530967106840066
