Index,demand
0,0.0480492817565047
1,0.0165469355795024
2,0.0210049967243898
3,0.0136668097811661
4,0.0481038468948466
5,0.0084996175841865
6,0.0229140173162599
7,0.0621101203580815
8,0.0401590618183809
9,0.0316626715841291
10,0.0255373107250389
11,0.2465260420506742
12,0.2495798394418674
13,0.0202561501238034
14,0.0489045375994805
15,0.0106539872144742
16,0.1272211844271057
17,0.0299187485171203
18,0.1079435578875399
19,0.0437040350908722
20,0.0094021950057184
21,0.0049025583354359
22,0.0810581867416411
23,0.0662973123236897
24,0.4205775407013148
25,0.0789463717995702
26,0.0233160895564827
27,0.1103871687601034
28,0.0142611281482319
29,0.008569664142987
30,0.0221723008327811
31,0.029135828319815
32,0.0226523972090973
33,0.0558989696530733
34,0.2410247354772045
35,0.4047204999707694
36,0.0263207619570273
37,0.0334020478738644
38,0.0586938570705212
39,0.0943448060482828
40,0.0086101381963814
41,0.0041830101325927
42,0.0218530640091241
43,0.0485053699095178
44,0.0178416510786719
45,0.0320251178349079
46,0.0352069260889936
47,0.4051415747938287
48,0.0737162230424404
49,0.0637258025110453
50,0.2529670752630035
51,0.0203834179043798
52,0.0143329311223994
53,0.1590535228635884
54,0.0049352592041456
55,0.0413076601593004
56,0.1196379917430027
57,0.0241893379200291
58,0.0144915633277524
59,0.0349393397824727
60,0.0043671562751704
61,0.0483534343376631
62,0.0708704793651229
63,0.0240582807737451
64,0.0033220946725444
65,0.36373892028525
66,0.0146511520864819
67,0.0348539880901077
68,0.0253202493491813
69,0.0345387586649009
70,0.0248672266601741
71,0.0283769571154897
72,0.0044235698020546
73,0.044094658183793
74,0.0063863074640231
75,0.0188998833449293
76,0.0340139269285786
77,0.0945769722438022
78,0.1150152797328433
79,0.0216377366841022
80,0.0287479091518842
81,0.0096971283497445
82,0.0092091847520559
83,0.0930254988832629
84,0.0667638967365283
85,0.0361423436879102
86,0.1211449687290508
87,0.3990564459983954
88,0.0574117752480879
89,0.0295392453927823
90,0.0097902732872711
91,0.0218105497435168
92,0.0762067857340879
93,0.1018584774466182
94,0.1631723244352736
95,0.0177408581550798
96,0.053649205620963
97,0.0286823597065381
98,0.0079293569603283
99,0.0074585018677333
100,0.0170670114856172
101,0.0245886204922829
102,0.0227890082698929
103,0.1592756687281301
104,0.0360230853853249
105,0.0134211605975764
106,0.0201258993786326
107,0.0777743371652103
108,0.4263553018558209
109,0.0283169966582662
110,0.013222050351617
111,0.0290688064959474
112,0.0357428664961286
113,0.0399102069326101
114,0.0136436445079263
115,0.1031055792909613
116,0.1559261635358519
117,0.0887584145861266
118,0.0677999936201145
119,0.0273411421725116
120,0.0089839129303024
121,0.025809377472159
122,0.0247578122032783
123,0.0272837148670853
124,0.0026244116089752
125,0.0508372097970969
126,0.0559669320499608
127,0.217896095393082
128,0.0305485937645742
129,0.0648321807590689
130,0.0420461543771764
131,0.0155792655967338
132,0.011586494581997
133,0.0235000980193959
134,0.0400880749019058
135,0.0235850744994199
136,0.0990641434441043
137,0.1564374193091042
138,0.2622204350210666
139,0.0357420583357731
140,0.0456965466514332
141,0.0907503988558434
142,0.0465427232759161
143,0.0170077813959609
144,0.055660191158683
145,0.008276496959627
146,0.0064160360403783
147,0.0133362663084339
148,0.0896981250800369
149,0.024171876835094
150,0.0172744395931487
151,0.0174488570812349
